experiment_id,best_cost,dt,assignment,edges
10,10.507895847226632,0.06564807891845703,"[(0, 58), (0, 60), (1, 50), (1, 52), (2, 48), (2, 59), (3, 61), (3, 62), (4, 49), (4, 60), (5, 51), (5, 53), (6, 49), (6, 51), (7, 56), (7, 57), (8, 38), (8, 40), (9, 42), (9, 65), (10, 50), (10, 64), (11, 33), (11, 35), (12, 44), (12, 45), (13, 37), (13, 39), (14, 42), (14, 44), (15, 47), (15, 63), (16, 41), (16, 46), (17, 36), (17, 38), (18, 35), (18, 37), (19, 58), (19, 61), (20, 53), (20, 55), (21, 55), (21, 57), (22, 43), (22, 59), (23, 34), (23, 43), (24, 40), (24, 45), (25, 34), (25, 36), (26, 54), (26, 56), (27, 52), (27, 54), (28, 39), (28, 41), (29, 48), (29, 64), (30, 62), (30, 63), (31, 46), (31, 47), (32, 33), (32, 65)]","[(1, 50), (2, 48), (3, 61), (3, 62), (5, 51), (6, 51), (9, 42), (9, 65), (11, 33), (11, 35), (12, 45), (13, 37), (13, 39), (15, 47), (16, 41), (17, 36), (19, 58), (21, 55), (22, 59), (23, 34), (24, 40), (24, 45), (26, 56), (27, 52), (30, 63), (31, 47), (33, 32), (34, 25), (35, 18), (36, 25), (37, 18), (38, 8), (38, 17), (39, 28), (40, 8), (41, 28), (42, 14), (43, 22), (43, 23), (44, 12), (44, 14), (46, 16), (46, 31), (48, 29), (49, 4), (49, 6), (50, 10), (52, 1), (53, 5), (53, 20), (54, 26), (54, 27), (55, 20), (56, 7), (57, 7), (57, 21), (58, 0), (59, 2), (60, 0), (60, 4), (61, 19), (62, 30), (63, 15), (64, 10), (64, 29), (65, 32)]"
11,12.373668886484618,0.3321959972381592,"[(0, 46), (0, 62), (1, 35), (1, 37), (2, 42), (2, 45), (3, 55), (3, 57), (4, 48), (4, 50), (5, 35), (5, 65), (6, 52), (6, 54), (7, 49), (7, 53), (8, 37), (8, 39), (9, 62), (9, 63), (10, 51), (10, 58), (11, 60), (11, 61), (12, 54), (12, 56), (13, 45), (13, 60), (14, 36), (14, 38), (15, 39), (15, 41), (16, 40), (16, 41), (17, 53), (17, 55), (18, 50), (18, 52), (19, 46), (19, 47), (20, 59), (20, 64), (21, 38), (21, 40), (22, 49), (22, 51), (23, 33), (23, 44), (24, 56), (24, 57), (25, 34), (25, 43), (26, 42), (26, 44), (27, 43), (27, 47), (28, 34), (28, 36), (29, 58), (29, 61), (30, 48), (30, 64), (31, 59), (31, 63), (32, 33), (32, 65)]","[(1, 35), (1, 37), (2, 42), (4, 48), (4, 50), (5, 35), (5, 65), (6, 52), (7, 53), (8, 39), (10, 58), (12, 54), (13, 60), (15, 41), (16, 40), (17, 53), (17, 55), (21, 38), (21, 40), (22, 51), (23, 33), (23, 44), (24, 56), (24, 57), (25, 34), (25, 43), (26, 42), (27, 43), (28, 36), (32, 33), (32, 65), (34, 28), (36, 14), (37, 8), (38, 14), (39, 15), (41, 16), (44, 26), (45, 2), (45, 13), (46, 0), (46, 19), (47, 19), (47, 27), (48, 30), (49, 7), (49, 22), (50, 18), (51, 10), (52, 18), (54, 6), (55, 3), (56, 12), (57, 3), (58, 29), (59, 20), (59, 31), (60, 11), (61, 11), (61, 29), (62, 0), (62, 9), (63, 9), (63, 31), (64, 20), (64, 30)]"
12,9.187133107585492,0.2714958190917969,"[(0, 55), (0, 57), (1, 51), (1, 53), (2, 62), (2, 63), (3, 38), (3, 40), (4, 50), (4, 64), (5, 34), (5, 43), (6, 61), (6, 62), (7, 47), (7, 48), (8, 37), (8, 45), (9, 49), (9, 58), (10, 59), (10, 63), (11, 40), (11, 41), (12, 43), (12, 48), (13, 53), (13, 55), (14, 35), (14, 42), (15, 56), (15, 57), (16, 46), (16, 47), (17, 50), (17, 52), (18, 37), (18, 65), (19, 54), (19, 56), (20, 46), (20, 61), (21, 44), (21, 45), (22, 39), (22, 41), (23, 34), (23, 36), (24, 36), (24, 38), (25, 44), (25, 60), (26, 33), (26, 35), (27, 59), (27, 64), (28, 39), (28, 42), (29, 49), (29, 51), (30, 52), (30, 54), (31, 58), (31, 60), (32, 33), (32, 65)]","[(1, 51), (1, 53), (2, 62), (4, 50), (5, 34), (6, 61), (6, 62), (7, 47), (8, 37), (8, 45), (9, 49), (11, 40), (11, 41), (12, 43), (13, 55), (14, 35), (15, 57), (16, 46), (19, 56), (21, 44), (21, 45), (23, 34), (26, 33), (27, 59), (31, 60), (32, 65), (33, 32), (35, 26), (36, 23), (36, 24), (37, 18), (38, 3), (38, 24), (39, 22), (39, 28), (40, 3), (41, 22), (42, 14), (42, 28), (43, 5), (44, 25), (46, 20), (47, 16), (48, 7), (48, 12), (49, 29), (50, 17), (51, 29), (52, 17), (52, 30), (53, 13), (54, 19), (54, 30), (55, 0), (56, 15), (57, 0), (58, 9), (58, 31), (59, 10), (60, 25), (61, 20), (63, 2), (63, 10), (64, 4), (64, 27), (65, 18)]"
13,11.017189145302268,0.051429033279418945,"[(0, 34), (0, 36), (1, 42), (1, 46), (2, 36), (2, 38), (3, 61), (3, 62), (4, 47), (4, 48), (5, 39), (5, 41), (6, 50), (6, 59), (7, 54), (7, 56), (8, 48), (8, 64), (9, 49), (9, 58), (10, 59), (10, 64), (11, 38), (11, 40), (12, 50), (12, 52), (13, 56), (13, 57), (14, 44), (14, 60), (15, 33), (15, 35), (16, 58), (16, 60), (17, 35), (17, 42), (18, 37), (18, 39), (19, 49), (19, 51), (20, 53), (20, 61), (21, 55), (21, 63), (22, 43), (22, 47), (23, 62), (23, 63), (24, 51), (24, 53), (25, 33), (25, 65), (26, 45), (26, 46), (27, 52), (27, 54), (28, 40), (28, 41), (29, 34), (29, 43), (30, 44), (30, 45), (31, 55), (31, 57), (32, 37), (32, 65)]","[(1, 42), (1, 46), (2, 38), (3, 61), (3, 62), (4, 48), (5, 39), (7, 56), (9, 49), (10, 59), (11, 38), (12, 50), (12, 52), (13, 57), (14, 60), (15, 35), (16, 58), (18, 39), (22, 43), (23, 62), (27, 52), (28, 40), (28, 41), (29, 43), (30, 44), (31, 57), (32, 65), (33, 15), (33, 25), (34, 0), (34, 29), (35, 17), (36, 0), (36, 2), (37, 18), (37, 32), (40, 11), (41, 5), (42, 17), (44, 14), (45, 26), (45, 30), (46, 26), (47, 4), (47, 22), (48, 8), (49, 19), (50, 6), (51, 19), (51, 24), (53, 20), (53, 24), (54, 7), (54, 27), (55, 21), (55, 31), (56, 13), (58, 9), (59, 6), (60, 16), (61, 20), (63, 21), (63, 23), (64, 8), (64, 10), (65, 25)]"
14,11.781936118136182,0.13956594467163086,"[(0, 58), (0, 61), (1, 50), (1, 52), (2, 39), (2, 41), (3, 53), (3, 63), (4, 49), (4, 62), (5, 47), (5, 63), (6, 60), (6, 61), (7, 38), (7, 40), (8, 55), (8, 57), (9, 45), (9, 46), (10, 34), (10, 48), (11, 43), (11, 47), (12, 59), (12, 64), (13, 44), (13, 65), (14, 42), (14, 44), (15, 51), (15, 58), (16, 37), (16, 39), (17, 34), (17, 36), (18, 50), (18, 54), (19, 46), (19, 62), (20, 53), (20, 55), (21, 40), (21, 41), (22, 56), (22, 57), (23, 49), (23, 60), (24, 52), (24, 64), (25, 35), (25, 37), (26, 54), (26, 56), (27, 51), (27, 59), (28, 42), (28, 45), (29, 36), (29, 38), (30, 43), (30, 48), (31, 33), (31, 35), (32, 33), (32, 65)]","[(0, 58), (1, 50), (2, 41), (3, 53), (3, 63), (5, 63), (6, 60), (6, 61), (7, 38), (8, 57), (9, 45), (9, 46), (10, 48), (11, 43), (12, 59), (13, 65), (17, 34), (17, 36), (18, 50), (18, 54), (19, 46), (19, 62), (21, 40), (22, 56), (23, 49), (23, 60), (25, 37), (26, 54), (27, 51), (27, 59), (28, 45), (29, 38), (30, 48), (32, 33), (33, 31), (34, 10), (35, 25), (35, 31), (36, 29), (37, 16), (39, 2), (39, 16), (40, 7), (41, 21), (42, 14), (42, 28), (43, 30), (44, 13), (44, 14), (47, 5), (47, 11), (49, 4), (51, 15), (52, 1), (52, 24), (53, 20), (55, 8), (55, 20), (56, 26), (57, 22), (58, 15), (61, 0), (62, 4), (64, 12), (64, 24), (65, 32)]"
15,11.935916467312314,0.343109130859375,"[(0, 58), (0, 61), (1, 40), (1, 41), (2, 42), (2, 65), (3, 49), (3, 58), (4, 42), (4, 45), (5, 35), (5, 37), (6, 53), (6, 59), (7, 53), (7, 62), (8, 39), (8, 41), (9, 54), (9, 56), (10, 36), (10, 46), (11, 55), (11, 57), (12, 34), (12, 43), (13, 46), (13, 47), (14, 62), (14, 63), (15, 50), (15, 52), (16, 34), (16, 48), (17, 49), (17, 51), (18, 51), (18, 55), (19, 38), (19, 40), (20, 43), (20, 47), (21, 33), (21, 35), (22, 56), (22, 57), (23, 60), (23, 61), (24, 52), (24, 54), (25, 36), (25, 38), (26, 50), (26, 64), (27, 44), (27, 60), (28, 37), (28, 39), (29, 59), (29, 64), (30, 48), (30, 63), (31, 44), (31, 45), (32, 33), (32, 65)]","[(0, 58), (1, 40), (2, 42), (2, 65), (3, 58), (4, 42), (5, 35), (5, 37), (7, 53), (9, 54), (10, 46), (12, 34), (12, 43), (14, 62), (14, 63), (15, 50), (15, 52), (17, 51), (18, 51), (18, 55), (19, 38), (19, 40), (20, 43), (21, 35), (23, 61), (24, 52), (24, 54), (25, 36), (25, 38), (26, 64), (27, 44), (28, 37), (29, 59), (30, 48), (30, 63), (31, 45), (33, 21), (33, 32), (34, 16), (36, 10), (39, 8), (39, 28), (41, 1), (41, 8), (44, 31), (45, 4), (46, 13), (47, 13), (47, 20), (48, 16), (49, 3), (49, 17), (50, 26), (53, 6), (55, 11), (56, 9), (56, 22), (57, 11), (57, 22), (59, 6), (60, 23), (60, 27), (61, 0), (62, 7), (64, 29), (65, 32)]"
16,10.987759783480488,0.37488293647766113,"[(0, 44), (0, 65), (1, 42), (1, 45), (2, 45), (2, 46), (3, 48), (3, 64), (4, 59), (4, 63), (5, 37), (5, 39), (6, 43), (6, 47), (7, 50), (7, 54), (8, 56), (8, 62), (9, 55), (9, 57), (10, 36), (10, 38), (11, 33), (11, 35), (12, 53), (12, 55), (13, 34), (13, 48), (14, 37), (14, 42), (15, 49), (15, 58), (16, 54), (16, 56), (17, 52), (17, 59), (18, 35), (18, 39), (19, 49), (19, 51), (20, 50), (20, 52), (21, 34), (21, 36), (22, 44), (22, 60), (23, 61), (23, 62), (24, 57), (24, 61), (25, 58), (25, 60), (26, 38), (26, 43), (27, 40), (27, 41), (28, 63), (28, 64), (29, 41), (29, 46), (30, 51), (30, 53), (31, 40), (31, 47), (32, 33), (32, 65)]","[(0, 65), (1, 45), (4, 63), (5, 39), (6, 47), (8, 62), (11, 35), (12, 55), (15, 49), (24, 57), (25, 58), (25, 60), (26, 38), (27, 40), (28, 64), (30, 51), (31, 40), (33, 11), (33, 32), (34, 13), (34, 21), (35, 18), (36, 10), (36, 21), (37, 5), (37, 14), (38, 10), (39, 18), (41, 27), (41, 29), (42, 1), (42, 14), (43, 6), (43, 26), (44, 0), (44, 22), (45, 2), (46, 2), (46, 29), (47, 31), (48, 3), (48, 13), (49, 19), (50, 7), (50, 20), (51, 19), (52, 17), (52, 20), (53, 12), (53, 30), (54, 7), (54, 16), (55, 9), (56, 8), (56, 16), (57, 9), (58, 15), (59, 4), (59, 17), (60, 22), (61, 23), (61, 24), (62, 23), (63, 28), (64, 3), (65, 32)]"
17,10.860170329811472,0.11539983749389648,"[(0, 50), (0, 54), (1, 59), (1, 64), (2, 44), (2, 60), (3, 55), (3, 62), (4, 33), (4, 35), (5, 51), (5, 53), (6, 43), (6, 47), (7, 57), (7, 63), (8, 40), (8, 41), (9, 42), (9, 65), (10, 34), (10, 43), (11, 42), (11, 44), (12, 46), (12, 61), (13, 35), (13, 37), (14, 48), (14, 64), (15, 45), (15, 46), (16, 45), (16, 60), (17, 39), (17, 41), (18, 49), (18, 51), (19, 58), (19, 61), (20, 53), (20, 55), (21, 36), (21, 38), (22, 52), (22, 59), (23, 54), (23, 56), (24, 38), (24, 40), (25, 62), (25, 63), (26, 49), (26, 58), (27, 56), (27, 57), (28, 34), (28, 36), (29, 50), (29, 52), (30, 47), (30, 48), (31, 37), (31, 39), (32, 33), (32, 65)]","[(0, 50), (0, 54), (3, 62), (4, 33), (4, 35), (6, 47), (7, 63), (10, 43), (11, 44), (12, 46), (13, 35), (13, 37), (14, 48), (15, 45), (17, 39), (17, 41), (18, 49), (19, 58), (20, 53), (20, 55), (21, 36), (22, 59), (23, 54), (25, 62), (27, 56), (28, 34), (28, 36), (29, 50), (29, 52), (30, 47), (31, 37), (31, 39), (33, 32), (34, 10), (38, 21), (38, 24), (40, 8), (40, 24), (41, 8), (42, 9), (42, 11), (43, 6), (44, 2), (45, 16), (46, 15), (48, 30), (49, 26), (51, 5), (51, 18), (52, 22), (53, 5), (55, 3), (56, 23), (57, 7), (57, 27), (58, 26), (59, 1), (60, 2), (60, 16), (61, 12), (61, 19), (63, 25), (64, 1), (64, 14), (65, 9), (65, 32)]"
18,11.610575383538942,0.21071100234985352,"[(0, 47), (0, 63), (1, 50), (1, 52), (2, 52), (2, 54), (3, 53), (3, 61), (4, 56), (4, 62), (5, 59), (5, 64), (6, 49), (6, 60), (7, 39), (7, 45), (8, 35), (8, 65), (9, 48), (9, 64), (10, 43), (10, 48), (11, 41), (11, 45), (12, 54), (12, 55), (13, 42), (13, 44), (14, 35), (14, 37), (15, 50), (15, 59), (16, 37), (16, 39), (17, 53), (17, 58), (18, 46), (18, 61), (19, 38), (19, 40), (20, 56), (20, 57), (21, 55), (21, 57), (22, 51), (22, 58), (23, 34), (23, 36), (24, 62), (24, 63), (25, 46), (25, 47), (26, 40), (26, 41), (27, 34), (27, 43), (28, 49), (28, 51), (29, 33), (29, 42), (30, 44), (30, 60), (31, 36), (31, 38), (32, 33), (32, 65)]","[(0, 47), (0, 63), (1, 50), (3, 53), (3, 61), (5, 59), (5, 64), (6, 60), (7, 39), (8, 65), (9, 64), (10, 48), (11, 45), (12, 54), (14, 37), (16, 39), (18, 46), (19, 40), (20, 56), (20, 57), (22, 51), (24, 62), (25, 46), (25, 47), (26, 41), (27, 34), (27, 43), (29, 42), (30, 44), (31, 38), (33, 29), (33, 32), (34, 23), (35, 8), (35, 14), (36, 23), (36, 31), (37, 16), (38, 19), (40, 26), (41, 11), (42, 13), (43, 10), (44, 13), (45, 7), (48, 9), (49, 6), (49, 28), (50, 15), (51, 28), (52, 1), (52, 2), (53, 17), (54, 2), (55, 12), (55, 21), (56, 4), (57, 21), (58, 17), (58, 22), (59, 15), (60, 30), (61, 18), (62, 4), (63, 24), (65, 32)]"
19,10.978130722950727,0.053589820861816406,"[(0, 42), (0, 44), (1, 53), (1, 55), (2, 49), (2, 58), (3, 35), (3, 37), (4, 45), (4, 61), (5, 46), (5, 47), (6, 33), (6, 42), (7, 34), (7, 36), (8, 39), (8, 41), (9, 50), (9, 54), (10, 50), (10, 52), (11, 58), (11, 60), (12, 52), (12, 59), (13, 41), (13, 48), (14, 38), (14, 43), (15, 36), (15, 38), (16, 51), (16, 53), (17, 63), (17, 64), (18, 43), (18, 48), (19, 55), (19, 57), (20, 62), (20, 63), (21, 44), (21, 60), (22, 40), (22, 47), (23, 37), (23, 39), (24, 54), (24, 56), (25, 34), (25, 40), (26, 59), (26, 64), (27, 45), (27, 46), (28, 56), (28, 57), (29, 61), (29, 62), (30, 33), (30, 65), (31, 49), (31, 51), (32, 35), (32, 65)]","[(0, 42), (2, 49), (3, 35), (4, 61), (5, 46), (5, 47), (6, 33), (6, 42), (7, 34), (8, 39), (9, 54), (11, 60), (12, 59), (14, 38), (14, 43), (15, 36), (16, 51), (16, 53), (18, 43), (20, 62), (20, 63), (21, 44), (22, 40), (23, 37), (24, 54), (26, 59), (27, 46), (28, 56), (29, 61), (30, 33), (30, 65), (31, 51), (32, 35), (34, 25), (36, 7), (37, 3), (38, 15), (39, 23), (40, 25), (41, 8), (41, 13), (44, 0), (45, 4), (45, 27), (47, 22), (48, 13), (48, 18), (49, 31), (50, 9), (50, 10), (52, 10), (52, 12), (53, 1), (55, 1), (55, 19), (56, 24), (57, 19), (57, 28), (58, 2), (58, 11), (60, 21), (62, 29), (63, 17), (64, 17), (64, 26), (65, 32)]"
20,13.183579661473932,0.09103703498840332,"[(0, 40), (0, 41), (1, 49), (1, 60), (2, 44), (2, 65), (3, 37), (3, 46), (4, 36), (4, 47), (5, 59), (5, 63), (6, 49), (6, 51), (7, 61), (7, 62), (8, 55), (8, 57), (9, 35), (9, 42), (10, 53), (10, 55), (11, 58), (11, 61), (12, 54), (12, 56), (13, 36), (13, 64), (14, 43), (14, 63), (15, 56), (15, 57), (16, 39), (16, 41), (17, 53), (17, 62), (18, 34), (18, 48), (19, 50), (19, 52), (20, 34), (20, 43), (21, 42), (21, 45), (22, 38), (22, 40), (23, 37), (23, 45), (24, 48), (24, 64), (25, 51), (25, 58), (26, 50), (26, 54), (27, 52), (27, 59), (28, 44), (28, 60), (29, 33), (29, 35), (30, 38), (30, 47), (31, 39), (31, 46), (32, 33), (32, 65)]","[(0, 41), (1, 49), (1, 60), (3, 37), (4, 36), (5, 63), (6, 49), (7, 62), (8, 55), (9, 42), (10, 55), (11, 58), (13, 36), (13, 64), (14, 63), (15, 57), (16, 41), (17, 53), (17, 62), (18, 34), (19, 52), (20, 34), (20, 43), (21, 42), (22, 38), (22, 40), (23, 45), (24, 48), (25, 58), (26, 50), (26, 54), (28, 44), (29, 33), (29, 35), (30, 38), (30, 47), (32, 65), (33, 32), (35, 9), (37, 23), (39, 16), (39, 31), (40, 0), (43, 14), (44, 2), (45, 21), (46, 3), (46, 31), (47, 4), (48, 18), (50, 19), (51, 6), (51, 25), (52, 27), (53, 10), (54, 12), (56, 12), (56, 15), (57, 8), (59, 5), (59, 27), (60, 28), (61, 7), (61, 11), (64, 24), (65, 2)]"
21,9.086782656366315,0.1985759735107422,"[(0, 35), (0, 37), (1, 34), (1, 48), (2, 51), (2, 53), (3, 59), (3, 63), (4, 56), (4, 62), (5, 36), (5, 38), (6, 55), (6, 57), (7, 45), (7, 46), (8, 54), (8, 59), (9, 38), (9, 40), (10, 40), (10, 41), (11, 43), (11, 48), (12, 47), (12, 64), (13, 58), (13, 61), (14, 42), (14, 45), (15, 33), (15, 44), (16, 50), (16, 64), (17, 37), (17, 39), (18, 53), (18, 55), (19, 43), (19, 47), (20, 34), (20, 36), (21, 62), (21, 63), (22, 52), (22, 54), (23, 50), (23, 52), (24, 58), (24, 60), (25, 49), (25, 51), (26, 39), (26, 41), (27, 42), (27, 44), (28, 33), (28, 65), (29, 46), (29, 61), (30, 49), (30, 60), (31, 56), (31, 57), (32, 35), (32, 65)]","[(0, 35), (0, 37), (1, 34), (3, 63), (4, 56), (5, 36), (9, 40), (10, 40), (10, 41), (11, 43), (11, 48), (12, 47), (13, 61), (15, 33), (16, 50), (16, 64), (18, 55), (19, 47), (20, 34), (20, 36), (21, 62), (21, 63), (25, 49), (26, 41), (27, 42), (27, 44), (28, 33), (28, 65), (29, 61), (30, 60), (35, 32), (37, 17), (38, 5), (38, 9), (39, 17), (39, 26), (42, 14), (43, 19), (44, 15), (45, 7), (45, 14), (46, 7), (46, 29), (48, 1), (49, 30), (50, 23), (51, 2), (51, 25), (52, 22), (52, 23), (53, 2), (53, 18), (54, 8), (54, 22), (55, 6), (56, 31), (57, 6), (57, 31), (58, 13), (58, 24), (59, 3), (59, 8), (60, 24), (62, 4), (64, 12), (65, 32)]"
22,11.127909550441398,0.874330997467041,"[(0, 49), (0, 51), (1, 62), (1, 63), (2, 56), (2, 57), (3, 34), (3, 47), (4, 58), (4, 60), (5, 55), (5, 57), (6, 59), (6, 64), (7, 60), (7, 61), (8, 36), (8, 38), (9, 50), (9, 52), (10, 44), (10, 49), (11, 52), (11, 54), (12, 53), (12, 58), (13, 34), (13, 43), (14, 45), (14, 46), (15, 37), (15, 47), (16, 54), (16, 56), (17, 33), (17, 44), (18, 48), (18, 63), (19, 33), (19, 65), (20, 42), (20, 45), (21, 40), (21, 41), (22, 55), (22, 61), (23, 50), (23, 59), (24, 35), (24, 37), (25, 36), (25, 43), (26, 39), (26, 41), (27, 51), (27, 53), (28, 39), (28, 46), (29, 38), (29, 40), (30, 42), (30, 62), (31, 48), (31, 64), (32, 35), (32, 65)]","[(0, 49), (1, 62), (1, 63), (2, 56), (2, 57), (3, 34), (6, 59), (8, 38), (9, 50), (9, 52), (10, 49), (11, 52), (11, 54), (13, 34), (14, 45), (16, 54), (17, 44), (19, 33), (19, 65), (20, 42), (20, 45), (21, 40), (23, 50), (24, 35), (24, 37), (25, 36), (27, 53), (28, 46), (30, 42), (33, 17), (35, 32), (36, 8), (37, 15), (38, 29), (39, 26), (39, 28), (40, 29), (41, 21), (41, 26), (43, 13), (43, 25), (44, 10), (46, 14), (47, 3), (47, 15), (48, 18), (48, 31), (51, 0), (51, 27), (53, 12), (55, 5), (55, 22), (56, 16), (57, 5), (58, 4), (58, 12), (59, 23), (60, 4), (60, 7), (61, 7), (61, 22), (62, 30), (63, 18), (64, 6), (64, 31), (65, 32)]"
23,8.985063490095841,0.07720208168029785,"[(0, 53), (0, 55), (1, 50), (1, 64), (2, 43), (2, 48), (3, 42), (3, 44), (4, 56), (4, 59), (5, 39), (5, 41), (6, 45), (6, 61), (7, 54), (7, 59), (8, 46), (8, 47), (9, 51), (9, 53), (10, 49), (10, 51), (11, 49), (11, 60), (12, 34), (12, 36), (13, 40), (13, 41), (14, 57), (14, 58), (15, 44), (15, 60), (16, 47), (16, 63), (17, 38), (17, 40), (18, 55), (18, 57), (19, 48), (19, 64), (20, 45), (20, 46), (21, 37), (21, 39), (22, 50), (22, 52), (23, 56), (23, 63), (24, 58), (24, 62), (25, 35), (25, 37), (26, 36), (26, 38), (27, 33), (27, 42), (28, 34), (28, 43), (29, 52), (29, 54), (30, 35), (30, 65), (31, 61), (31, 62), (32, 33), (32, 65)]","[(0, 53), (0, 55), (2, 48), (3, 42), (4, 56), (6, 45), (7, 54), (8, 46), (11, 49), (14, 57), (15, 60), (16, 47), (16, 63), (19, 48), (20, 46), (21, 39), (22, 52), (23, 63), (24, 58), (25, 37), (26, 36), (27, 33), (30, 35), (31, 61), (33, 32), (34, 12), (34, 28), (35, 25), (36, 12), (37, 21), (38, 17), (38, 26), (39, 5), (40, 13), (40, 17), (41, 5), (41, 13), (42, 27), (43, 2), (43, 28), (44, 3), (44, 15), (45, 20), (47, 8), (49, 10), (50, 1), (50, 22), (51, 9), (51, 10), (52, 29), (53, 9), (54, 29), (55, 18), (56, 23), (57, 18), (58, 14), (59, 4), (59, 7), (60, 11), (61, 6), (62, 24), (62, 31), (64, 1), (64, 19), (65, 30), (65, 32)]"
24,10.458022403700024,0.49331212043762207,"[(0, 42), (0, 45), (1, 51), (1, 53), (2, 40), (2, 41), (3, 50), (3, 52), (4, 34), (4, 43), (5, 43), (5, 48), (6, 48), (6, 64), (7, 45), (7, 61), (8, 53), (8, 55), (9, 34), (9, 36), (10, 36), (10, 38), (11, 50), (11, 59), (12, 58), (12, 60), (13, 57), (13, 63), (14, 42), (14, 44), (15, 47), (15, 63), (16, 58), (16, 61), (17, 49), (17, 60), (18, 52), (18, 54), (19, 55), (19, 62), (20, 54), (20, 56), (21, 44), (21, 65), (22, 39), (22, 41), (23, 35), (23, 37), (24, 38), (24, 40), (25, 46), (25, 47), (26, 33), (26, 35), (27, 56), (27, 57), (28, 37), (28, 39), (29, 49), (29, 51), (30, 59), (30, 64), (31, 46), (31, 62), (32, 33), (32, 65)]","[(0, 42), (0, 45), (1, 51), (1, 53), (2, 40), (3, 50), (3, 52), (4, 43), (5, 48), (8, 55), (9, 34), (10, 36), (11, 50), (11, 59), (12, 58), (13, 57), (13, 63), (14, 44), (16, 58), (18, 54), (19, 55), (19, 62), (20, 54), (21, 65), (22, 41), (23, 37), (24, 38), (24, 40), (25, 47), (27, 56), (27, 57), (28, 39), (31, 46), (31, 62), (33, 26), (33, 32), (34, 4), (35, 23), (35, 26), (36, 9), (37, 28), (38, 10), (39, 22), (41, 2), (42, 14), (43, 5), (44, 21), (45, 7), (46, 25), (47, 15), (48, 6), (49, 17), (49, 29), (51, 29), (52, 18), (53, 8), (56, 20), (59, 30), (60, 12), (60, 17), (61, 7), (61, 16), (63, 15), (64, 6), (64, 30), (65, 32)]"
25,9.095095735344762,0.05113506317138672,"[(0, 59), (0, 64), (1, 42), (1, 65), (2, 45), (2, 61), (3, 40), (3, 41), (4, 54), (4, 56), (5, 53), (5, 55), (6, 56), (6, 57), (7, 38), (7, 40), (8, 49), (8, 60), (9, 36), (9, 38), (10, 46), (10, 47), (11, 42), (11, 44), (12, 49), (12, 51), (13, 35), (13, 37), (14, 55), (14, 57), (15, 39), (15, 45), (16, 62), (16, 63), (17, 51), (17, 58), (18, 47), (18, 63), (19, 53), (19, 58), (20, 50), (20, 59), (21, 48), (21, 64), (22, 43), (22, 48), (23, 41), (23, 46), (24, 52), (24, 54), (25, 33), (25, 35), (26, 37), (26, 39), (27, 44), (27, 60), (28, 61), (28, 62), (29, 34), (29, 43), (30, 50), (30, 52), (31, 34), (31, 36), (32, 33), (32, 65)]","[(0, 64), (1, 42), (2, 61), (3, 41), (4, 54), (5, 53), (5, 55), (6, 57), (7, 40), (8, 60), (9, 36), (11, 42), (11, 44), (13, 35), (13, 37), (14, 55), (14, 57), (16, 62), (17, 58), (19, 53), (19, 58), (21, 64), (22, 43), (23, 41), (25, 33), (25, 35), (27, 44), (27, 60), (28, 61), (28, 62), (29, 43), (30, 50), (31, 34), (32, 33), (32, 65), (34, 29), (36, 31), (37, 26), (38, 7), (38, 9), (39, 15), (39, 26), (40, 3), (45, 2), (45, 15), (46, 10), (46, 23), (47, 10), (47, 18), (48, 21), (48, 22), (49, 8), (49, 12), (50, 20), (51, 12), (51, 17), (52, 24), (52, 30), (54, 24), (56, 4), (56, 6), (59, 0), (59, 20), (63, 16), (63, 18), (65, 1)]"
26,11.089234998577123,0.36211299896240234,"[(0, 58), (0, 60), (1, 35), (1, 37), (2, 54), (2, 62), (3, 45), (3, 46), (4, 54), (4, 63), (5, 59), (5, 63), (6, 34), (6, 36), (7, 38), (7, 47), (8, 55), (8, 57), (9, 46), (9, 47), (10, 42), (10, 45), (11, 44), (11, 65), (12, 56), (12, 57), (13, 43), (13, 64), (14, 56), (14, 62), (15, 37), (15, 39), (16, 58), (16, 61), (17, 40), (17, 41), (18, 51), (18, 55), (19, 38), (19, 41), (20, 36), (20, 40), (21, 49), (21, 53), (22, 53), (22, 61), (23, 50), (23, 52), (24, 39), (24, 42), (25, 50), (25, 64), (26, 49), (26, 51), (27, 33), (27, 35), (28, 34), (28, 48), (29, 44), (29, 60), (30, 52), (30, 59), (31, 43), (31, 48), (32, 33), (32, 65)]","[(1, 35), (2, 62), (3, 46), (4, 54), (5, 59), (5, 63), (6, 34), (6, 36), (7, 38), (7, 47), (8, 55), (8, 57), (9, 46), (9, 47), (10, 42), (10, 45), (11, 44), (11, 65), (13, 43), (14, 56), (15, 39), (16, 58), (17, 40), (17, 41), (18, 51), (19, 38), (19, 41), (21, 49), (22, 61), (23, 50), (24, 39), (25, 50), (29, 44), (29, 60), (30, 59), (31, 48), (32, 33), (33, 27), (34, 28), (35, 27), (36, 20), (37, 1), (37, 15), (40, 20), (42, 24), (43, 31), (45, 3), (48, 28), (49, 26), (51, 26), (52, 23), (52, 30), (53, 21), (53, 22), (54, 2), (55, 18), (56, 12), (57, 12), (58, 0), (60, 0), (61, 16), (62, 14), (63, 4), (64, 13), (64, 25), (65, 32)]"
