experiment_id,best_cost,dt,assignment,edges
27,11.107219455364548,0.15913796424865723,"[(0, 44), (0, 60), (1, 38), (1, 41), (2, 52), (2, 54), (3, 37), (3, 39), (4, 49), (4, 58), (5, 61), (5, 62), (6, 56), (6, 57), (7, 45), (7, 61), (8, 59), (8, 63), (9, 50), (9, 52), (10, 35), (10, 37), (11, 42), (11, 44), (12, 35), (12, 65), (13, 53), (13, 55), (14, 49), (14, 51), (15, 39), (15, 45), (16, 34), (16, 36), (17, 55), (17, 57), (18, 36), (18, 38), (19, 51), (19, 53), (20, 50), (20, 56), (21, 54), (21, 59), (22, 46), (22, 47), (23, 58), (23, 60), (24, 63), (24, 64), (25, 46), (25, 62), (26, 40), (26, 43), (27, 34), (27, 48), (28, 48), (28, 64), (29, 33), (29, 42), (30, 43), (30, 47), (31, 40), (31, 41), (32, 33), (32, 65)]","[(1, 41), (2, 54), (3, 37), (3, 39), (4, 49), (4, 58), (5, 61), (5, 62), (6, 57), (7, 45), (7, 61), (8, 59), (10, 37), (11, 42), (11, 44), (12, 65), (13, 55), (14, 49), (16, 36), (18, 36), (19, 51), (19, 53), (20, 50), (21, 54), (24, 63), (25, 46), (26, 43), (27, 34), (30, 43), (30, 47), (31, 41), (33, 29), (33, 32), (34, 16), (35, 10), (35, 12), (38, 1), (38, 18), (39, 15), (40, 26), (40, 31), (42, 29), (44, 0), (45, 15), (46, 22), (47, 22), (48, 27), (48, 28), (50, 9), (51, 14), (52, 2), (52, 9), (53, 13), (55, 17), (56, 6), (56, 20), (57, 17), (58, 23), (59, 21), (60, 0), (60, 23), (62, 25), (63, 8), (64, 24), (64, 28), (65, 32)]"
28,11.246251313011019,0.4431769847869873,"[(0, 43), (0, 47), (1, 36), (1, 38), (2, 62), (2, 63), (3, 48), (3, 64), (4, 38), (4, 40), (5, 41), (5, 46), (6, 44), (6, 60), (7, 39), (7, 45), (8, 34), (8, 43), (9, 37), (9, 39), (10, 52), (10, 54), (11, 56), (11, 57), (12, 51), (12, 53), (13, 54), (13, 59), (14, 50), (14, 52), (15, 47), (15, 48), (16, 34), (16, 36), (17, 49), (17, 51), (18, 56), (18, 59), (19, 58), (19, 61), (20, 33), (20, 42), (21, 53), (21, 62), (22, 55), (22, 63), (23, 49), (23, 58), (24, 60), (24, 61), (25, 35), (25, 37), (26, 42), (26, 44), (27, 41), (27, 45), (28, 50), (28, 64), (29, 55), (29, 57), (30, 35), (30, 65), (31, 40), (31, 46), (32, 33), (32, 65)]","[(0, 43), (0, 47), (1, 36), (2, 63), (4, 38), (4, 40), (6, 44), (11, 57), (21, 62), (22, 55), (23, 58), (27, 41), (28, 50), (29, 57), (31, 40), (33, 20), (33, 32), (34, 8), (34, 16), (35, 25), (35, 30), (36, 16), (37, 9), (37, 25), (38, 1), (39, 7), (39, 9), (41, 5), (42, 20), (42, 26), (43, 8), (44, 26), (45, 7), (45, 27), (46, 5), (46, 31), (47, 15), (48, 3), (48, 15), (49, 17), (49, 23), (50, 14), (51, 12), (51, 17), (52, 10), (52, 14), (53, 12), (53, 21), (54, 10), (54, 13), (55, 29), (56, 11), (56, 18), (58, 19), (59, 13), (59, 18), (60, 6), (60, 24), (61, 19), (61, 24), (62, 2), (63, 22), (64, 3), (64, 28), (65, 30), (65, 32)]"
29,10.148251449715161,0.10031795501708984,"[(0, 50), (0, 59), (1, 35), (1, 42), (2, 47), (2, 62), (3, 38), (3, 40), (4, 36), (4, 38), (5, 52), (5, 54), (6, 58), (6, 61), (7, 35), (7, 65), (8, 50), (8, 52), (9, 55), (9, 57), (10, 56), (10, 57), (11, 46), (11, 61), (12, 53), (12, 55), (13, 59), (13, 64), (14, 58), (14, 60), (15, 49), (15, 51), (16, 49), (16, 60), (17, 40), (17, 41), (18, 34), (18, 43), (19, 34), (19, 36), (20, 63), (20, 64), (21, 54), (21, 62), (22, 45), (22, 46), (23, 43), (23, 48), (24, 51), (24, 53), (25, 56), (25, 63), (26, 37), (26, 39), (27, 33), (27, 37), (28, 44), (28, 45), (29, 47), (29, 48), (30, 42), (30, 44), (31, 39), (31, 41), (32, 33), (32, 65)]","[(2, 47), (3, 38), (5, 52), (6, 61), (7, 65), (8, 50), (8, 52), (9, 57), (12, 53), (13, 64), (16, 49), (18, 34), (18, 43), (20, 63), (20, 64), (21, 54), (25, 56), (25, 63), (26, 37), (26, 39), (29, 47), (30, 44), (31, 39), (31, 41), (32, 33), (33, 27), (34, 19), (35, 1), (35, 7), (36, 4), (36, 19), (37, 27), (38, 4), (40, 3), (40, 17), (41, 17), (42, 1), (42, 30), (43, 23), (44, 28), (45, 22), (45, 28), (46, 11), (46, 22), (48, 23), (48, 29), (49, 15), (50, 0), (51, 15), (51, 24), (53, 24), (54, 5), (55, 9), (55, 12), (56, 10), (57, 10), (58, 6), (58, 14), (59, 0), (59, 13), (60, 14), (60, 16), (61, 11), (62, 2), (62, 21), (65, 32)]"
30,9.099225011609489,0.12399601936340332,"[(0, 35), (0, 37), (1, 59), (1, 64), (2, 50), (2, 52), (3, 37), (3, 39), (4, 42), (4, 65), (5, 56), (5, 57), (6, 35), (6, 42), (7, 46), (7, 47), (8, 53), (8, 55), (9, 40), (9, 41), (10, 45), (10, 46), (11, 49), (11, 58), (12, 44), (12, 45), (13, 43), (13, 48), (14, 55), (14, 57), (15, 34), (15, 36), (16, 62), (16, 63), (17, 52), (17, 54), (18, 34), (18, 43), (19, 61), (19, 62), (20, 60), (20, 61), (21, 58), (21, 60), (22, 48), (22, 64), (23, 49), (23, 51), (24, 39), (24, 41), (25, 33), (25, 44), (26, 36), (26, 38), (27, 47), (27, 63), (28, 50), (28, 59), (29, 51), (29, 53), (30, 54), (30, 56), (31, 38), (31, 40), (32, 33), (32, 65)]","[(0, 35), (3, 39), (4, 42), (4, 65), (5, 57), (7, 46), (7, 47), (8, 53), (8, 55), (9, 40), (9, 41), (11, 58), (13, 43), (14, 55), (15, 34), (16, 62), (16, 63), (17, 52), (18, 43), (19, 61), (19, 62), (20, 61), (21, 58), (22, 48), (22, 64), (23, 51), (24, 41), (25, 33), (25, 44), (26, 38), (28, 50), (29, 51), (29, 53), (30, 54), (30, 56), (31, 38), (33, 32), (34, 18), (35, 6), (36, 15), (36, 26), (37, 0), (37, 3), (39, 24), (40, 31), (42, 6), (44, 12), (45, 10), (45, 12), (46, 10), (47, 27), (48, 13), (49, 11), (49, 23), (50, 2), (52, 2), (54, 17), (56, 5), (57, 14), (59, 1), (59, 28), (60, 20), (60, 21), (63, 27), (64, 1), (65, 32)]"
31,8.734178685721643,0.2380368709564209,"[(0, 52), (0, 54), (1, 59), (1, 63), (2, 49), (2, 58), (3, 42), (3, 44), (4, 34), (4, 36), (5, 35), (5, 42), (6, 53), (6, 55), (7, 45), (7, 60), (8, 34), (8, 43), (9, 44), (9, 60), (10, 48), (10, 64), (11, 47), (11, 48), (12, 56), (12, 57), (13, 50), (13, 59), (14, 55), (14, 61), (15, 37), (15, 39), (16, 36), (16, 40), (17, 43), (17, 47), (18, 57), (18, 58), (19, 33), (19, 37), (20, 38), (20, 40), (21, 63), (21, 64), (22, 41), (22, 46), (23, 50), (23, 52), (24, 45), (24, 62), (25, 38), (25, 46), (26, 61), (26, 62), (27, 49), (27, 51), (28, 54), (28, 56), (29, 35), (29, 65), (30, 51), (30, 53), (31, 39), (31, 41), (32, 33), (32, 65)]","[(0, 54), (2, 49), (4, 36), (6, 55), (7, 45), (7, 60), (10, 48), (11, 48), (12, 56), (13, 59), (14, 55), (15, 37), (16, 36), (16, 40), (17, 43), (17, 47), (18, 57), (18, 58), (19, 37), (20, 38), (20, 40), (23, 50), (24, 62), (25, 38), (26, 62), (27, 49), (27, 51), (28, 56), (29, 35), (30, 51), (30, 53), (31, 39), (31, 41), (33, 19), (33, 32), (34, 4), (34, 8), (35, 5), (39, 15), (41, 22), (42, 3), (42, 5), (43, 8), (44, 3), (44, 9), (45, 24), (46, 22), (46, 25), (47, 11), (50, 13), (52, 0), (52, 23), (53, 6), (54, 28), (57, 12), (58, 2), (59, 1), (60, 9), (61, 14), (61, 26), (63, 1), (63, 21), (64, 10), (64, 21), (65, 29), (65, 32)]"
32,11.298568430945663,0.054264068603515625,"[(0, 36), (0, 43), (1, 59), (1, 64), (2, 37), (2, 46), (3, 35), (3, 65), (4, 59), (4, 63), (5, 42), (5, 45), (6, 33), (6, 44), (7, 48), (7, 64), (8, 61), (8, 62), (9, 49), (9, 53), (10, 49), (10, 51), (11, 51), (11, 60), (12, 46), (12, 47), (13, 39), (13, 41), (14, 58), (14, 60), (15, 34), (15, 38), (16, 50), (16, 54), (17, 52), (17, 63), (18, 35), (18, 37), (19, 43), (19, 48), (20, 39), (20, 47), (21, 42), (21, 44), (22, 58), (22, 61), (23, 50), (23, 52), (24, 45), (24, 62), (25, 40), (25, 41), (26, 55), (26, 57), (27, 53), (27, 55), (28, 34), (28, 36), (29, 54), (29, 56), (30, 56), (30, 57), (31, 38), (31, 40), (32, 33), (32, 65)]","[(0, 36), (1, 64), (2, 46), (3, 65), (6, 33), (6, 44), (9, 49), (9, 53), (10, 51), (11, 51), (11, 60), (12, 47), (13, 39), (14, 60), (16, 54), (17, 52), (20, 47), (22, 58), (22, 61), (23, 52), (25, 41), (26, 57), (27, 53), (27, 55), (28, 34), (32, 33), (34, 15), (35, 3), (35, 18), (36, 28), (37, 2), (37, 18), (38, 15), (38, 31), (39, 20), (40, 25), (40, 31), (41, 13), (42, 5), (42, 21), (43, 0), (43, 19), (44, 21), (45, 5), (45, 24), (46, 12), (48, 7), (48, 19), (49, 10), (50, 16), (50, 23), (54, 29), (55, 26), (56, 29), (56, 30), (57, 30), (58, 14), (59, 1), (59, 4), (61, 8), (62, 8), (62, 24), (63, 4), (63, 17), (64, 7), (65, 32)]"
33,9.529600721876381,0.06808114051818848,"[(0, 50), (0, 52), (1, 48), (1, 64), (2, 55), (2, 57), (3, 46), (3, 47), (4, 37), (4, 39), (5, 61), (5, 62), (6, 42), (6, 44), (7, 49), (7, 60), (8, 49), (8, 51), (9, 56), (9, 57), (10, 44), (10, 65), (11, 47), (11, 63), (12, 59), (12, 64), (13, 53), (13, 55), (14, 42), (14, 45), (15, 34), (15, 36), (16, 35), (16, 37), (17, 52), (17, 54), (18, 39), (18, 41), (19, 51), (19, 63), (20, 54), (20, 56), (21, 33), (21, 35), (22, 40), (22, 41), (23, 36), (23, 38), (24, 53), (24, 62), (25, 58), (25, 60), (26, 43), (26, 48), (27, 38), (27, 40), (28, 58), (28, 61), (29, 45), (29, 46), (30, 34), (30, 43), (31, 50), (31, 59), (32, 33), (32, 65)]","[(0, 52), (1, 64), (2, 55), (2, 57), (4, 37), (5, 61), (9, 56), (11, 63), (13, 53), (15, 34), (17, 52), (17, 54), (18, 39), (19, 51), (19, 63), (22, 40), (23, 38), (24, 53), (24, 62), (25, 58), (25, 60), (26, 43), (29, 46), (30, 34), (30, 43), (31, 59), (33, 21), (33, 32), (35, 16), (35, 21), (36, 15), (36, 23), (37, 16), (38, 27), (39, 4), (40, 27), (41, 18), (41, 22), (42, 6), (42, 14), (44, 6), (44, 10), (45, 14), (45, 29), (46, 3), (47, 3), (47, 11), (48, 1), (48, 26), (49, 7), (49, 8), (50, 0), (50, 31), (51, 8), (54, 20), (55, 13), (56, 20), (57, 9), (58, 28), (59, 12), (60, 7), (61, 28), (62, 5), (64, 12), (65, 10), (65, 32)]"
34,11.56091964832656,0.2689940929412842,"[(0, 34), (0, 38), (1, 49), (1, 51), (2, 38), (2, 40), (3, 33), (3, 35), (4, 59), (4, 62), (5, 50), (5, 52), (6, 55), (6, 57), (7, 49), (7, 60), (8, 36), (8, 43), (9, 47), (9, 48), (10, 34), (10, 36), (11, 45), (11, 63), (12, 40), (12, 41), (13, 42), (13, 45), (14, 62), (14, 63), (15, 59), (15, 64), (16, 39), (16, 41), (17, 54), (17, 56), (18, 46), (18, 47), (19, 50), (19, 64), (20, 51), (20, 53), (21, 44), (21, 61), (22, 42), (22, 46), (23, 52), (23, 54), (24, 58), (24, 60), (25, 44), (25, 65), (26, 35), (26, 37), (27, 53), (27, 55), (28, 58), (28, 61), (29, 37), (29, 39), (30, 56), (30, 57), (31, 43), (31, 48), (32, 33), (32, 65)]","[(0, 38), (1, 51), (2, 38), (3, 33), (4, 62), (5, 50), (6, 55), (6, 57), (7, 49), (7, 60), (11, 45), (11, 63), (12, 41), (14, 63), (15, 59), (15, 64), (17, 56), (18, 46), (18, 47), (20, 51), (20, 53), (21, 61), (22, 42), (22, 46), (23, 54), (24, 58), (24, 60), (25, 44), (25, 65), (26, 35), (26, 37), (27, 55), (29, 37), (29, 39), (32, 33), (32, 65), (34, 0), (34, 10), (35, 3), (36, 8), (36, 10), (39, 16), (40, 2), (40, 12), (41, 16), (42, 13), (43, 8), (43, 31), (44, 21), (45, 13), (47, 9), (48, 9), (48, 31), (49, 1), (50, 19), (52, 5), (52, 23), (53, 27), (54, 17), (56, 30), (57, 30), (58, 28), (59, 4), (61, 28), (62, 14), (64, 19)]"
35,11.24232628755059,0.06272196769714355,"[(0, 42), (0, 45), (1, 50), (1, 52), (2, 39), (2, 41), (3, 43), (3, 48), (4, 38), (4, 40), (5, 36), (5, 43), (6, 33), (6, 42), (7, 51), (7, 60), (8, 35), (8, 37), (9, 44), (9, 61), (10, 54), (10, 56), (11, 58), (11, 60), (12, 48), (12, 64), (13, 34), (13, 36), (14, 50), (14, 59), (15, 49), (15, 51), (16, 34), (16, 38), (17, 41), (17, 46), (18, 49), (18, 53), (19, 59), (19, 64), (20, 40), (20, 47), (21, 46), (21, 62), (22, 47), (22, 63), (23, 55), (23, 57), (24, 35), (24, 65), (25, 44), (25, 58), (26, 45), (26, 61), (27, 62), (27, 63), (28, 52), (28, 54), (29, 37), (29, 39), (30, 56), (30, 57), (31, 53), (31, 55), (32, 33), (32, 65)]","[(0, 42), (1, 52), (2, 41), (3, 43), (3, 48), (4, 38), (5, 36), (5, 43), (6, 42), (7, 51), (7, 60), (8, 37), (9, 44), (10, 54), (10, 56), (11, 58), (11, 60), (12, 48), (12, 64), (13, 36), (14, 50), (14, 59), (15, 49), (16, 38), (17, 46), (18, 49), (18, 53), (20, 47), (21, 62), (22, 47), (23, 55), (24, 65), (25, 44), (25, 58), (26, 45), (26, 61), (29, 37), (29, 39), (30, 56), (31, 55), (33, 6), (33, 32), (34, 13), (34, 16), (35, 8), (35, 24), (39, 2), (40, 4), (40, 20), (41, 17), (45, 0), (46, 21), (50, 1), (51, 15), (52, 28), (53, 31), (54, 28), (57, 23), (57, 30), (59, 19), (61, 9), (62, 27), (63, 22), (63, 27), (64, 19), (65, 32)]"
36,9.937926905662202,0.6223249435424805,"[(0, 53), (0, 55), (1, 39), (1, 41), (2, 37), (2, 45), (3, 49), (3, 51), (4, 54), (4, 56), (5, 61), (5, 62), (6, 56), (6, 57), (7, 33), (7, 44), (8, 40), (8, 41), (9, 37), (9, 46), (10, 35), (10, 42), (11, 42), (11, 45), (12, 34), (12, 48), (13, 35), (13, 65), (14, 63), (14, 64), (15, 36), (15, 38), (16, 50), (16, 52), (17, 60), (17, 61), (18, 50), (18, 59), (19, 38), (19, 40), (20, 43), (20, 47), (21, 34), (21, 43), (22, 58), (22, 62), (23, 49), (23, 58), (24, 52), (24, 54), (25, 51), (25, 53), (26, 39), (26, 46), (27, 48), (27, 63), (28, 59), (28, 64), (29, 44), (29, 60), (30, 36), (30, 47), (31, 55), (31, 57), (32, 33), (32, 65)]","[(0, 55), (1, 39), (2, 37), (2, 45), (3, 51), (4, 54), (4, 56), (5, 61), (6, 56), (6, 57), (7, 33), (7, 44), (9, 37), (10, 35), (10, 42), (11, 42), (11, 45), (12, 34), (12, 48), (13, 65), (14, 64), (15, 36), (16, 50), (16, 52), (18, 50), (20, 47), (21, 34), (22, 58), (22, 62), (23, 58), (24, 52), (25, 51), (25, 53), (26, 39), (26, 46), (29, 44), (29, 60), (30, 36), (30, 47), (31, 55), (32, 33), (35, 13), (38, 15), (38, 19), (40, 8), (40, 19), (41, 1), (41, 8), (43, 20), (43, 21), (46, 9), (48, 27), (49, 3), (49, 23), (53, 0), (54, 24), (57, 31), (59, 18), (59, 28), (60, 17), (61, 17), (62, 5), (63, 14), (63, 27), (64, 28), (65, 32)]"
37,9.752302546131478,0.21167898178100586,"[(0, 37), (0, 42), (1, 46), (1, 47), (2, 62), (2, 63), (3, 50), (3, 64), (4, 35), (4, 45), (5, 51), (5, 55), (6, 50), (6, 52), (7, 55), (7, 57), (8, 37), (8, 39), (9, 52), (9, 54), (10, 40), (10, 41), (11, 39), (11, 41), (12, 54), (12, 56), (13, 58), (13, 61), (14, 59), (14, 64), (15, 49), (15, 51), (16, 49), (16, 60), (17, 53), (17, 57), (18, 34), (18, 48), (19, 34), (19, 43), (20, 44), (20, 61), (21, 56), (21, 63), (22, 36), (22, 38), (23, 38), (23, 40), (24, 36), (24, 46), (25, 58), (25, 60), (26, 42), (26, 45), (27, 43), (27, 47), (28, 33), (28, 35), (29, 48), (29, 59), (30, 53), (30, 62), (31, 44), (31, 65), (32, 33), (32, 65)]","[(0, 37), (0, 42), (1, 47), (4, 35), (5, 51), (5, 55), (7, 57), (8, 37), (9, 52), (9, 54), (10, 40), (10, 41), (11, 39), (14, 59), (15, 49), (16, 49), (16, 60), (17, 53), (18, 34), (18, 48), (19, 34), (19, 43), (20, 44), (20, 61), (21, 56), (22, 38), (23, 38), (24, 46), (25, 58), (29, 48), (32, 33), (32, 65), (33, 28), (35, 28), (36, 22), (36, 24), (39, 8), (40, 23), (41, 11), (42, 26), (43, 27), (44, 31), (45, 4), (45, 26), (46, 1), (47, 27), (50, 3), (50, 6), (51, 15), (52, 6), (53, 30), (54, 12), (55, 7), (56, 12), (57, 17), (58, 13), (59, 29), (60, 25), (61, 13), (62, 2), (62, 30), (63, 2), (63, 21), (64, 3), (64, 14), (65, 31)]"
38,8.68572288941284,0.4167289733886719,"[(0, 35), (0, 37), (1, 45), (1, 46), (2, 62), (2, 63), (3, 52), (3, 54), (4, 34), (4, 36), (5, 40), (5, 47), (6, 58), (6, 60), (7, 33), (7, 42), (8, 43), (8, 48), (9, 42), (9, 44), (10, 54), (10, 56), (11, 53), (11, 55), (12, 35), (12, 65), (13, 50), (13, 59), (14, 48), (14, 64), (15, 47), (15, 63), (16, 36), (16, 38), (17, 51), (17, 53), (18, 39), (18, 41), (19, 49), (19, 51), (20, 34), (20, 43), (21, 40), (21, 41), (22, 38), (22, 46), (23, 37), (23, 39), (24, 55), (24, 57), (25, 44), (25, 45), (26, 49), (26, 60), (27, 50), (27, 64), (28, 52), (28, 59), (29, 58), (29, 61), (30, 56), (30, 57), (31, 61), (31, 62), (32, 33), (32, 65)]","[(1, 46), (3, 52), (3, 54), (4, 34), (4, 36), (5, 47), (6, 58), (7, 42), (8, 48), (9, 44), (11, 53), (11, 55), (12, 35), (13, 50), (14, 64), (16, 36), (17, 53), (18, 39), (19, 49), (19, 51), (20, 34), (21, 41), (22, 38), (22, 46), (25, 44), (25, 45), (27, 50), (30, 57), (31, 62), (32, 33), (33, 7), (35, 0), (37, 0), (37, 23), (38, 16), (39, 23), (40, 5), (40, 21), (41, 18), (42, 9), (43, 8), (43, 20), (45, 1), (47, 15), (48, 14), (49, 26), (51, 17), (52, 28), (54, 10), (55, 24), (56, 10), (56, 30), (57, 24), (58, 29), (59, 13), (59, 28), (60, 6), (60, 26), (61, 29), (61, 31), (62, 2), (63, 2), (63, 15), (64, 27), (65, 12), (65, 32)]"
39,10.856446538114437,0.2245481014251709,"[(0, 43), (0, 48), (1, 54), (1, 56), (2, 52), (2, 54), (3, 63), (3, 64), (4, 43), (4, 47), (5, 58), (5, 61), (6, 58), (6, 60), (7, 38), (7, 40), (8, 40), (8, 41), (9, 50), (9, 59), (10, 34), (10, 36), (11, 45), (11, 61), (12, 59), (12, 64), (13, 37), (13, 39), (14, 34), (14, 38), (15, 56), (15, 62), (16, 33), (16, 35), (17, 49), (17, 60), (18, 55), (18, 57), (19, 46), (19, 63), (20, 53), (20, 55), (21, 50), (21, 52), (22, 42), (22, 45), (23, 49), (23, 51), (24, 57), (24, 62), (25, 51), (25, 53), (26, 37), (26, 65), (27, 39), (27, 41), (28, 36), (28, 48), (29, 35), (29, 44), (30, 46), (30, 47), (31, 42), (31, 44), (32, 33), (32, 65)]","[(1, 56), (3, 64), (4, 47), (5, 61), (6, 58), (9, 50), (9, 59), (10, 34), (11, 45), (11, 61), (12, 59), (12, 64), (16, 33), (17, 49), (17, 60), (19, 46), (20, 53), (20, 55), (21, 52), (22, 45), (23, 49), (25, 53), (27, 41), (28, 36), (33, 32), (34, 14), (35, 16), (35, 29), (36, 10), (37, 13), (37, 26), (38, 7), (38, 14), (39, 13), (39, 27), (40, 7), (40, 8), (41, 8), (42, 22), (42, 31), (43, 0), (43, 4), (44, 29), (44, 31), (46, 30), (47, 30), (48, 0), (48, 28), (50, 21), (51, 23), (51, 25), (52, 2), (54, 1), (54, 2), (55, 18), (56, 15), (57, 18), (57, 24), (58, 5), (60, 6), (62, 15), (62, 24), (63, 3), (63, 19), (65, 26), (65, 32)]"
40,9.315943211370957,0.5303070545196533,"[(0, 50), (0, 59), (1, 54), (1, 59), (2, 49), (2, 51), (3, 43), (3, 48), (4, 53), (4, 55), (5, 46), (5, 47), (6, 48), (6, 64), (7, 33), (7, 65), (8, 40), (8, 41), (9, 46), (9, 62), (10, 62), (10, 63), (11, 58), (11, 61), (12, 37), (12, 39), (13, 56), (13, 57), (14, 38), (14, 40), (15, 54), (15, 56), (16, 51), (16, 53), (17, 47), (17, 64), (18, 60), (18, 61), (19, 50), (19, 52), (20, 37), (20, 42), (21, 44), (21, 45), (22, 52), (22, 63), (23, 45), (23, 60), (24, 33), (24, 35), (25, 36), (25, 38), (26, 55), (26, 57), (27, 39), (27, 41), (28, 34), (28, 43), (29, 35), (29, 42), (30, 49), (30, 58), (31, 34), (31, 36), (32, 44), (32, 65)]","[(0, 50), (2, 49), (2, 51), (3, 43), (4, 53), (5, 46), (5, 47), (6, 48), (6, 64), (7, 33), (7, 65), (8, 41), (9, 62), (10, 62), (10, 63), (11, 58), (11, 61), (12, 39), (13, 56), (16, 51), (16, 53), (17, 64), (18, 60), (19, 52), (20, 37), (21, 44), (21, 45), (23, 60), (24, 33), (25, 38), (27, 39), (27, 41), (28, 34), (28, 43), (29, 35), (30, 49), (31, 36), (32, 44), (34, 31), (35, 24), (36, 25), (37, 12), (38, 14), (40, 8), (40, 14), (42, 20), (42, 29), (45, 23), (46, 9), (47, 17), (48, 3), (50, 19), (52, 22), (54, 1), (54, 15), (55, 4), (55, 26), (56, 15), (57, 13), (57, 26), (58, 30), (59, 0), (59, 1), (61, 18), (63, 22), (65, 32)]"
41,11.330682214354635,0.2014319896697998,"[(0, 36), (0, 48), (1, 40), (1, 43), (2, 45), (2, 46), (3, 50), (3, 59), (4, 34), (4, 38), (5, 57), (5, 62), (6, 49), (6, 51), (7, 35), (7, 46), (8, 39), (8, 41), (9, 55), (9, 62), (10, 37), (10, 39), (11, 49), (11, 58), (12, 63), (12, 64), (13, 59), (13, 64), (14, 56), (14, 57), (15, 54), (15, 56), (16, 58), (16, 60), (17, 34), (17, 36), (18, 38), (18, 47), (19, 44), (19, 61), (20, 43), (20, 48), (21, 53), (21, 55), (22, 44), (22, 60), (23, 42), (23, 45), (24, 51), (24, 53), (25, 33), (25, 37), (26, 50), (26, 52), (27, 40), (27, 41), (28, 42), (28, 61), (29, 47), (29, 63), (30, 35), (30, 65), (31, 52), (31, 54), (32, 33), (32, 65)]","[(1, 40), (4, 38), (5, 57), (5, 62), (7, 35), (8, 39), (9, 55), (9, 62), (10, 37), (13, 59), (18, 38), (18, 47), (19, 61), (20, 43), (24, 53), (25, 33), (29, 47), (29, 63), (30, 65), (33, 32), (34, 4), (34, 17), (35, 30), (36, 0), (36, 17), (37, 25), (39, 10), (40, 27), (41, 8), (41, 27), (42, 23), (42, 28), (43, 1), (44, 19), (44, 22), (45, 2), (45, 23), (46, 2), (46, 7), (48, 0), (48, 20), (49, 6), (49, 11), (50, 3), (50, 26), (51, 6), (51, 24), (52, 26), (52, 31), (53, 21), (54, 15), (54, 31), (55, 21), (56, 14), (56, 15), (57, 14), (58, 11), (58, 16), (59, 3), (60, 16), (60, 22), (61, 28), (63, 12), (64, 12), (64, 13), (65, 32)]"
42,10.442282126771241,0.6864378452301025,"[(0, 40), (0, 41), (1, 56), (1, 63), (2, 46), (2, 60), (3, 47), (3, 62), (4, 35), (4, 37), (5, 51), (5, 53), (6, 34), (6, 36), (7, 55), (7, 57), (8, 48), (8, 64), (9, 47), (9, 61), (10, 36), (10, 38), (11, 42), (11, 44), (12, 49), (12, 60), (13, 56), (13, 57), (14, 50), (14, 64), (15, 45), (15, 46), (16, 58), (16, 61), (17, 52), (17, 54), (18, 55), (18, 62), (19, 42), (19, 45), (20, 49), (20, 51), (21, 59), (21, 63), (22, 53), (22, 58), (23, 54), (23, 59), (24, 39), (24, 41), (25, 43), (25, 48), (26, 37), (26, 39), (27, 38), (27, 40), (28, 50), (28, 52), (29, 34), (29, 43), (30, 33), (30, 35), (31, 44), (31, 65), (32, 33), (32, 65)]","[(0, 41), (1, 63), (2, 60), (3, 47), (4, 37), (6, 34), (8, 48), (9, 61), (10, 38), (11, 42), (12, 49), (13, 56), (13, 57), (14, 64), (15, 45), (15, 46), (17, 52), (17, 54), (19, 42), (19, 45), (20, 49), (20, 51), (21, 63), (23, 59), (24, 39), (24, 41), (25, 43), (25, 48), (26, 37), (26, 39), (27, 40), (28, 50), (29, 34), (29, 43), (30, 35), (31, 44), (31, 65), (32, 33), (33, 30), (35, 4), (36, 6), (36, 10), (38, 27), (40, 0), (44, 11), (46, 2), (47, 9), (50, 14), (51, 5), (52, 28), (53, 5), (53, 22), (54, 23), (55, 7), (55, 18), (56, 1), (57, 7), (58, 16), (58, 22), (59, 21), (60, 12), (61, 16), (62, 3), (62, 18), (64, 8), (65, 32)]"
43,8.985163816630507,0.08543992042541504,"[(0, 33), (0, 35), (1, 56), (1, 57), (2, 45), (2, 60), (3, 53), (3, 55), (4, 52), (4, 62), (5, 51), (5, 53), (6, 45), (6, 46), (7, 37), (7, 42), (8, 38), (8, 40), (9, 54), (9, 56), (10, 34), (10, 36), (11, 59), (11, 64), (12, 50), (12, 64), (13, 36), (13, 38), (14, 35), (14, 42), (15, 43), (15, 47), (16, 46), (16, 47), (17, 39), (17, 41), (18, 61), (18, 62), (19, 37), (19, 39), (20, 49), (20, 51), (21, 54), (21, 63), (22, 34), (22, 48), (23, 58), (23, 61), (24, 43), (24, 48), (25, 59), (25, 63), (26, 50), (26, 52), (27, 55), (27, 57), (28, 44), (28, 65), (29, 44), (29, 58), (30, 40), (30, 41), (31, 49), (31, 60), (32, 33), (32, 65)]","[(1, 57), (4, 52), (5, 53), (6, 45), (6, 46), (8, 38), (8, 40), (9, 56), (10, 34), (10, 36), (11, 59), (11, 64), (12, 50), (12, 64), (13, 36), (15, 47), (16, 46), (17, 39), (19, 37), (20, 49), (22, 34), (22, 48), (23, 58), (23, 61), (24, 43), (24, 48), (26, 50), (27, 55), (27, 57), (28, 44), (28, 65), (29, 44), (29, 58), (30, 40), (30, 41), (32, 33), (33, 0), (35, 0), (35, 14), (37, 7), (38, 13), (39, 19), (41, 17), (42, 7), (42, 14), (43, 15), (45, 2), (47, 16), (49, 31), (51, 5), (51, 20), (52, 26), (53, 3), (54, 9), (54, 21), (55, 3), (56, 1), (59, 25), (60, 2), (60, 31), (61, 18), (62, 4), (62, 18), (63, 21), (63, 25), (65, 32)]"
